date;start lat;start lon;end lat;end lon
05.11.2015 05:56;50.435220;19.139680;50.324940;19.174800
05.11.2015 05:55;50.268260;18.937390;50.291620;18.949170
05.11.2015 05:55;50.268260;18.937390;50.291620;18.949170
05.11.2015 05:59;50.282882;18.964640;50.259550;19.047180
05.11.2015 06:00;50.275140;18.895520;50.271350;18.873140
05.11.2015 06:05;50.234230;18.995970;50.251080;19.004350
05.11.2015 06:06;50.345380;18.980030;50.343170;18.915150
05.11.2015 06:07;50.298220;18.676630;50.323083;18.890595
05.11.2015 06:05;50.328444;19.028578;50.264580;19.018600
05.11.2015 06:05;50.234230;18.995970;50.251080;19.004350
05.11.2015 06:06;50.274200;19.056140;50.264580;19.018600
05.11.2015 06:07;50.320760;19.011830;50.254040;19.023810
05.11.2015 06:08;50.429940;19.391690;50.366520;19.264480
05.11.2015 06:09;50.259570;19.017850;50.246030;19.039150
05.11.2015 06:11;50.197950;19.043300;50.273956;19.121292
05.11.2015 06:10;50.292680;19.014440;50.264580;19.018600
05.11.2015 06:12;50.162254;18.874848;50.255050;19.014200
05.11.2015 06:12;50.162254;18.874848;50.255050;19.014200
05.11.2015 06:13;50.320340;18.598989;50.320824;18.596231
05.11.2015 06:13;50.371290;18.944070;50.261350;19.019850
05.11.2015 06:13;50.266416;19.013883;50.259350;19.023020
05.11.2015 06:14;50.320824;18.596231;50.323771;18.660571
05.11.2015 06:12;50.203060;18.991500;50.291630;19.073030
05.11.2015 06:14;50.445860;18.864420;50.296520;18.955080
05.11.2015 06:14;50.371241;18.789182;50.371080;18.802090
05.11.2015 06:16;50.343900;18.913340;50.375220;18.804840
05.11.2015 06:14;50.371241;18.789182;50.371080;18.802090
05.11.2015 06:15;50.203060;18.991500;50.291630;19.073030
05.11.2015 06:16;50.342960;18.915230;50.375220;18.804840
05.11.2015 06:16;50.342960;18.915230;50.375220;18.804840
05.11.2015 06:17;50.304513;19.008197;50.283750;18.940200
05.11.2015 06:18;50.297010;18.943290;50.294210;18.875090
05.11.2015 06:18;50.279590;19.111860;50.261350;19.019850
05.11.2015 06:18;50.279590;19.111860;50.261350;19.019850
05.11.2015 06:18;50.279590;19.111860;50.261350;19.019850
05.11.2015 06:22;50.279540;18.943350;50.274760;18.954980
05.11.2015 06:22;50.275337;18.935860;50.349743;18.918976
05.11.2015 06:20;50.294360;18.809190;50.307190;18.785930
05.11.2015 06:21;50.294360;18.809190;50.307190;18.785930
05.11.2015 06:21;50.241629;19.081532;50.226920;18.994550
05.11.2015 06:22;50.279540;18.943350;50.274760;18.954980
05.11.2015 06:22;50.291200;18.791510;50.294210;18.875090
05.11.2015 06:22;50.276400;18.985600;50.274010;19.024170
05.11.2015 06:24;50.182890;18.978110;50.190070;18.922070
05.11.2015 06:23;50.291200;18.791510;50.294210;18.875090
05.11.2015 06:24;50.184300;19.160410;50.237850;19.140630
05.11.2015 06:25;50.184300;19.160410;50.237850;19.140630
05.11.2015 06:25;50.320880;19.166790;50.251080;19.004350
05.11.2015 06:26;50.346078;19.172094;50.278180;19.127030
05.11.2015 06:27;50.124830;18.981980;50.087820;18.997140
05.11.2015 06:27;50.264580;19.018600;50.227190;18.960180
05.11.2015 06:24;50.325360;19.187930;50.251080;19.004350
05.11.2015 06:24;50.320880;19.166790;50.251080;19.004350
