date;start lat;start lon;end lat;end lon;vehiclesCount
18.01.2016 15:17;50.243420;19.015110;50.319020;18.774890;3
18.01.2016 13:20;50.271170;19.005340;50.099744;18.995915;3
18.01.2016 16:12;50.243270;19.036100;50.256510;18.971730;3
18.01.2016 13:25;50.295258;18.788139;50.311239;18.945149;3
18.01.2016 13:27;50.296460;18.658200;50.265230;18.997420;3
18.01.2016 13:24;50.271170;19.005340;50.099744;18.995915;4
18.01.2016 13:26;50.271170;19.005340;50.099744;18.995915;4
18.01.2016 13:32;50.295258;18.788139;50.311239;18.945149;3
18.01.2016 13:32;50.295258;18.788139;50.311239;18.945149;3
18.01.2016 19:29;49.655644;18.858421;50.176400;18.893560;3
18.01.2016 13:32;49.655588;18.858427;50.438130;19.000070;3
18.01.2016 19:29;49.655588;18.858427;50.438130;19.000070;3
18.01.2016 13:33;49.655588;18.858427;50.401340;18.634980;3
18.01.2016 14:45;50.266850;19.135570;50.328200;19.125640;3
18.01.2016 15:01;50.279605;18.799581;50.311239;18.945149;3
18.01.2016 15:22;50.266850;19.135570;50.328200;19.125640;3
18.01.2016 15:09;50.266850;19.135570;50.328200;19.125640;3
18.01.2016 15:07;50.378410;18.808590;50.227170;18.960260;4
18.01.2016 15:22;50.378410;18.808590;50.227170;18.960260;3
18.01.2016 13:38;50.384670;18.882950;50.305560;18.782710;3
18.01.2016 16:30;50.378410;18.808590;50.227170;18.960260;3
18.01.2016 16:30;50.378410;18.808590;50.227170;18.960260;4
18.01.2016 20:58;50.434850;19.033270;50.245090;18.996580;3
18.01.2016 15:44;50.422920;18.922420;50.306790;19.032840;4
18.01.2016 19:00;50.434850;19.033270;50.245090;18.996580;3
18.01.2016 13:45;50.384670;18.882950;50.305560;18.782710;3
06.02.2016 15:44;50.422920;18.922420;50.306790;19.032840;4
18.01.2016 14:32;50.324554;18.638733;50.339780;18.779030;3
18.01.2016 15:32;50.324554;18.638733;50.339780;18.779030;3
18.01.2016 13:48;50.042284;19.961624;50.258020;19.039890;3
18.01.2016 17:18;50.257680;19.032160;50.127430;19.105740;3
18.01.2016 13:50;50.324554;18.638733;50.339780;18.779030;3
18.01.2016 13:55;50.303520;18.951950;50.183890;18.997480;3
18.01.2016 14:14;50.303520;18.951950;50.183890;18.997480;3
18.01.2016 13:54;50.384670;18.882950;50.305560;18.782710;3
18.01.2016 13:55;50.379210;18.891340;50.305560;18.782710;3
18.01.2016 13:56;50.382290;18.943780;50.436930;18.926700;3
18.01.2016 13:58;50.245415;19.035093;50.231430;18.983430;3
18.01.2016 15:57;50.324554;18.638733;50.339780;18.779030;3
18.01.2016 14:28;50.330320;19.010040;50.305560;18.782710;3
18.01.2016 17:30;50.279488;18.956291;50.193710;18.981740;3
18.01.2016 14:58;50.330320;19.010040;50.305560;18.782710;3
18.01.2016 15:33;50.330320;19.010040;50.305560;18.782710;3
18.01.2016 17:30;50.279488;18.956291;50.193710;18.981740;3
18.01.2016 14:02;50.255211;19.033712;50.313990;19.003840;3
18.01.2016 17:20;50.324554;18.638733;50.339780;18.779030;3
18.01.2016 14:00;50.279210;19.126860;50.291700;18.668100;3
18.01.2016 15:08;50.379210;18.891340;50.305560;18.782710;3
18.01.2016 14:00;50.330320;19.010040;50.305560;18.782710;3
18.01.2016 17:38;50.330320;19.010040;50.305560;18.782710;3
18.01.2016 18:03;50.330320;19.010040;50.305560;18.782710;3
18.01.2016 14:02;50.241521;18.981310;50.299160;18.845230;3
18.01.2016 14:07;50.461973;18.781808;50.262321;19.011063;3
18.01.2016 14:07;50.461893;18.781791;50.260650;18.939520;4
18.01.2016 17:30;50.282590;18.964220;50.193710;18.981740;3
18.01.2016 14:03;50.461838;18.782040;50.262321;19.011063;3
18.01.2016 14:05;50.106511;19.035095;50.261670;19.022880;3
18.01.2016 14:08;50.106511;19.035095;50.261670;19.022880;3
18.01.2016 14:09;50.461953;18.781887;50.262321;19.011063;3
18.01.2016 14:18;50.461838;18.781912;50.262321;19.011063;3
19.01.2016 08:19;50.068980;18.426100;50.274130;18.983900;3
18.01.2016 14:19;50.263307;19.148713;50.259350;19.055230;3
18.01.2016 16:33;50.260144;19.013977;50.469950;19.073290;3
18.01.2016 18:47;50.380631;18.953022;50.353390;18.842340;3
18.01.2016 18:35;50.380631;18.953022;50.353390;18.842340;3
18.01.2016 16:20;50.380631;18.953022;50.353390;18.842340;3
18.01.2016 20:41;50.380631;18.953022;50.353390;18.842340;3
18.01.2016 20:03;50.380631;18.953022;50.353390;18.842340;3
18.01.2016 17:35;50.380631;18.953022;50.353390;18.842340;3
18.01.2016 14:29;50.327708;19.241664;50.261120;19.193130;3
